Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	
HA	JQ756378	No	4	1701	H3N2	11/21/2011	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01240088/2011	
HA	JQ756379	No	4	1701	H3N2	11/21/2011	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01240095/2011	
HA	JQ756380	Yes	4	1701	H3N2	10/10/2011	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01240127/2011	
HA	CY116624	Yes	4	1733	H3N2	12/13/2011	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01240557/2011	
HA	JX657751	No	4	1701	H3N2	01/06/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01240792/2012	
HA	KC171961	No	4	1701	H3N2	10/29/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01267989/2012	
HA	KC139735	Yes	4	1701	H3N2	10/15/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01270872/2012	
HA	KC139738	No	4	1701	H3N2	10/17/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01271001/2012	
HA	KC139726	No	4	1701	H3N2	10/17/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01271014/2012	
HA	KC149917	No	4	1701	H3N2	10/08/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01271227/2012	
HA	KC222302	No	4	1701	H3N2	10/15/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01271443/2012	
HA	KC222226	Yes	4	1701	H3N2	10/31/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01271731/2012	
HA	KC333093	No	4	1701	H3N2	11/12/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01277201/2012	
HA	KC290723	Yes	4	1702	H3N2	11/21/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01279377/2012	
HA	KC405485	Yes	4	1701	H3N2	12/06/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01279722/2012	
HA	KC576834	No	4	1701	H3N2	01/23/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01280462/2013	
HA	KC576837	No	4	1701	H3N2	01/25/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01280543/2013	
HA	KC589443	No	4	1701	H3N2	01/30/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01280592/2013	
HA	KF922744	No	4	1701	H3N2	11/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01290747/2013	
HA	KF922792	No	4	1701	H3N2	11/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01290748/2013	
HA	JX656973	Yes	4	1701	H3N2	06/25/2012	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01300160/2012	
HA	JX657030	No	4	1701	H3N2	06/15/2012	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01300213/2012	
HA	JX657015	No	4	1701	H3N2	07/10/2012	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01300992/2012	
HA	JX657797	Yes	4	1701	H3N2	05/03/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01300999/2012	
HA	JX657728	No	4	1701	H3N2	05/03/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01301000/2012	
HA	JX657006	No	4	1701	H3N2	08/02/2012	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01301345/2012	
HA	JX657033	No	4	1701	H3N2	08/02/2012	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01301346/2012	
HA	JX860656	No	4	1701	H3N2	09/07/2012	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01301617/2012	
HA	JX908499	No	4	1701	H3N2	09/04/2012	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01301665/2012	
HA	KC020420	Yes	4	1701	H3N2	09/02/2012	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01301908/2012	
HA	JX657734	No	4	1701	H3N2	04/23/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01327666/2012	
HA	JX422347	No	4	1701	H3N2	04/20/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01327763/2012	
HA	JX422380	No	4	1701	H3N2	04/20/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01327764/2012	
HA	JX422536	No	4	1701	H3N2	04/23/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01327768/2012	
HA	JX422500	No	4	1701	H3N2	04/23/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01327769/2012	
HA	JX422374	No	4	1701	H3N2	05/08/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01327921/2012	
HA	JX422521	No	4	1701	H3N2	05/08/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01327922/2012	
HA	JX422578	No	4	1701	H3N2	04/12/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01328451/2012	
HA	KC785090	No	4	1701	H3N2	03/05/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01349160/2013	
HA	KC917308	No	4	1701	H3N2	04/03/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01349658/2013	
HA	KF270513	No	4	1701	H3N2	06/04/2013	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01350866/2013	
HA	KF437327	No	4	1701	H3N2	07/11/2013	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01351603/2013	
HA	KF715252	No	4	1701	H3N2	09/13/2013	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01364816/2013	
HA	KF790592	No	4	1701	H3N2	10/22/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01365497/2013	
HA	KF856880	No	4	1701	H3N2	10/30/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01365586/2013	
HA	KF888392	No	4	1701	H3N2	11/12/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01365842/2013	
HA	KF938987	No	4	1701	H3N2	11/25/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01366004/2013	
HA	KF960691	No	4	1701	H3N2	11/27/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01366050/2013	
HA	KJ417962	No	4	1701	H3N2	01/31/2014	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01366913/2014	
HA	KJ460970	No	4	1701	H3N2	02/05/2014	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01366992/2014	
HA	KC992248	No	4	1701	H3N2	04/15/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01379746/2013	
HA	KF229747	No	4	1701	H3N2	05/23/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01381378/2013	
HA	KF715124	No	4	1701	H3N2	09/10/2013	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01392044/2013	
HA	KF715136	No	4	1701	H3N2	09/18/2013	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01392079/2013	
HA	KF772967	No	4	1701	H3N2	10/02/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01392515/2013	
HA	KF735650	No	4	1701	H3N2	10/03/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01392534/2013	
HA	KF824495	No	4	1701	H3N2	10/15/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01394021/2013	
HA	KF772964	No	4	1701	H3N2	09/19/2013	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01394278/2013	
HA	KF952497	No	4	1701	H3N2	11/19/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01395294/2013	
HA	KF367581	No	4	1701	H3N2	06/24/2013	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01397282/2013	
HA	KF986878	No	4	1701	H3N2	11/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01409450/2013	
HA	KJ437554	No	4	1701	H3N2	12/30/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01409771/2013	
HA	KJ437524	No	4	1701	H3N2	12/30/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01410096/2013	
HA	KJ859573	No	4	1701	H3N2	05/2014	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01410771/2014	
HA	KC715696	No	4	1701	H3N2	02/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01432433/2013	
HA	KC715705	No	4	1701	H3N2	02/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01432462/2013	
HA	KC841830	No	4	1701	H3N2	03/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01432544/2013	
HA	KF537375	No	4	1701	H3N2	08/2013	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01432932/2013	
HA	KC445205	No	4	1701	H3N2	03/26/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01442410/2012	
HA	KC445238	No	4	1701	H3N2	04/17/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/A01442411/2012	
HA	KC491721	No	4	1701	H3N2	12/18/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/A01442898/2012	
HA	KP662589	No	4	1701	H3N2	12/18/2014	IRD:Swine	USA	Minnesota	14-15	A/swine/Minnesota/A01469329/2014	
HA	KM402834	No	4	1701	H3N2	07/11/2014	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01477050/2014	
HA	KP186055	No	4	1701	H3N2	10/22/2014	IRD:Swine	USA	Minnesota	14-15	A/swine/Minnesota/A01477780/2014	
HA	KJ540980	No	4	1701	H3N2	02/27/2014	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01480322/2014	
HA	KJ635925	No	4	1701	H3N2	03/11/2014	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01480518/2014	
HA	KJ764721	No	4	1701	H3N2	04/16/2014	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01481073/2014	
HA	KM885183	No	4	1701	H3N2	09/17/2014	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01483010/2014	
HA	KP788781	No	4	1701	H3N2	12/17/2014	IRD:Swine	USA	Minnesota	14-15	A/swine/Minnesota/A01489046/2014	
HA	KJ154059	No	4	1701	H3N2	12/26/2013	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01490759/2013	
HA	KJ734792	No	4	1701	H3N2	03/26/2014	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01493481/2014	
HA	KM070522	No	4	1701	H3N2	06/10/2014	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01501738/2014	
HA	KM519948	No	4	1701	H3N2	08/31/2014	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01503773/2014	
HA	KM519945	No	4	1701	H3N2	08/31/2014	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01503777/2014	
HA	KM519942	No	4	1701	H3N2	08/31/2014	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01503779/2014	
HA	KM593169	No	4	1701	H3N2	08/31/2014	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01503781/2014	
HA	KJ847687	No	4	1701	H3N2	04/28/2014	IRD:Swine	USA	Minnesota	13-14	A/swine/Minnesota/A01509676/2014	
HA	KM675470	No	4	1701	H3N2	09/10/2014	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01565076/2014	
HA	KM853020	No	4	1701	H3N2	09/22/2014	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01565290/2014	
HA	KP308005	No	4	1701	H3N2	06/16/2014	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01567013/2014	
HA	KP307996	No	4	1701	H3N2	11/19/2014	IRD:Swine	USA	Minnesota	14-15	A/swine/Minnesota/A01567014/2014	
HA	KP662635	No	4	1701	H3N2	07/21/2014	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/A01567401/2014	
HA	KT580913	No	4	1701	H3N2	04/22/2009	IRD:Swine	USA	Minnesota	08-09	A/swine/Minnesota/D09-20230-4/2009	
HA	KR701682	No	4	1701	H3N2	05/04/2009	IRD:Swine	USA	Minnesota	08-09	A/swine/Minnesota/D09-22524/2009	
HA	KT580938	Yes	4	1701	H3N2	05/06/2009	IRD:Swine	USA	Minnesota	08-09	A/swine/Minnesota/D09-23141-2/2009	
HA	KT580892	Yes	4	1701	H3N2	05/06/2009	IRD:Swine	USA	Minnesota	08-09	A/swine/Minnesota/D09-23141-3/2009	
HA	KT580921	Yes	4	1701	H3N2	05/06/2009	IRD:Swine	USA	Minnesota	08-09	A/swine/Minnesota/D09-23141-5/2009	
HA	KT580900	Yes	4	1701	H3N2	05/13/2009	IRD:Swine	USA	Minnesota	08-09	A/swine/Minnesota/D09-24462-1/2009	
HA	KT580944	No	4	1701	H3N2	05/18/2009	IRD:Swine	USA	Minnesota	08-09	A/swine/Minnesota/D09-25104/2009	
HA	MF194558	Yes	4	1762	H3N2	12/09/2011	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/MT_12_07_11_3_1/2011	
HA	MF194726	Yes	4	1762	H3N2	12/09/2011	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/MT_12_07_11_3_27/2011	
HA	MF194406	Yes	4	1762	H3N2	12/09/2011	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/MT_12_07_11_3_4/2011	
HA	MF194146	Yes	4	1762	H3N2	10/31/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_12_07_1647/2012	
HA	MF194382	Yes	4	1762	H3N2	10/31/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_12_07_1650/2012	
HA	MF194818	Yes	4	1762	H3N2	10/31/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_12_07_1654/2012	
HA	MF194550	Yes	4	1762	H3N2	10/31/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_12_07_1657/2012	
HA	MF194874	Yes	4	1762	H3N2	10/31/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_12_07_1667/2012	
HA	MF194282	Yes	4	1762	H3N2	10/31/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_12_07_1670/2012	
HA	MF194654	Yes	4	1762	H3N2	07/30/2012	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/MT_12_07_4005/2012	
HA	MF195018	Yes	4	1762	H3N2	07/30/2012	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/MT_12_07_4017/2012	
HA	MF194358	Yes	4	1762	H3N2	01/04/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/MT_12_07_518/2012	
HA	MF194946	Yes	4	1762	H3N2	01/04/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/MT_12_07_523/2012	
HA	MF194614	Yes	4	1762	H3N2	01/04/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/MT_12_07_524/2012	
HA	MF194298	Yes	4	1762	H3N2	01/04/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/MT_12_07_525/2012	
HA	MF194882	Yes	4	1762	H3N2	01/04/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/MT_12_07_537/2012	
HA	MF194446	Yes	4	1762	H3N2	01/04/2012	IRD:Swine	USA	Minnesota	11-12	A/swine/Minnesota/MT_12_07_540/2012	
HA	MF194978	Yes	4	1762	H3N2	11/28/2012	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_12_07_5441/2012	
HA	MF920306	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S53/2013	
HA	MF920052	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S54/2013	
HA	MF920134	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S55/2013	
HA	MF920036	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S56/2013	
HA	MF920298	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S57/2013	
HA	MF919697	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S58/2013	
HA	MF919996	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S59/2013	
HA	MF919819	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S60/2013	
HA	MF920208	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S61/2013	
HA	MF919988	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S62/2013	
HA	MF920083	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S63/2013	
HA	MF920290	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S64/2013	
HA	MF919755	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S65/2013	
HA	MF920044	Yes	4	1701	H3N2	02/25/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S68/2013	
HA	MF920028	Yes	4	1701	H3N2	02/25/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S69/2013	
HA	MF920014	Yes	4	1701	H3N2	02/25/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S70/2013	
HA	MF920091	Yes	4	1701	H3N2	02/25/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S71/2013	
HA	MF920200	Yes	4	1701	H3N2	02/25/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S72/2013	
HA	MF919887	No	4	1701	H3N2	02/25/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S73/2013	
HA	MF919912	Yes	4	1701	H3N2	02/25/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S74/2013	
HA	MF920215	No	4	1701	H3N2	02/25/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S75/2013	
HA	MF919747	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S85/2013	
HA	MF920281	No	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S86/2013	
HA	MF919928	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S88/2013	
HA	MF919973	Yes	4	1701	H3N2	02/20/2013	IRD:Swine	USA	Minnesota	12-13	A/swine/Minnesota/MT_13_01_S89/2013	
HA	CY157671	Yes	4	1701	H3N2	06/17/2003	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/SG1176/2003	
HA	CY157855	Yes	4	1737	H3N2	04/22/2005	IRD:Swine	USA	Minnesota	04-05	A/swine/Minnesota/SG1236/2005(H3N2)	
HA	CY157871	Yes	4	1737	H3N2	06/02/2005	IRD:Swine	USA	Minnesota	-N/A-	A/swine/Minnesota/SG1238/2005(H3N2)	
HA	CY158113	Yes	4	1737	H3N2	04/06/2007	IRD:Swine	USA	Minnesota	06-07	A/swine/Minnesota/SG1293/2007	
HA	CY158121	Yes	4	1737	H3N2	04/05/2007	IRD:Swine	USA	Minnesota	06-07	A/swine/Minnesota/SG1294/2007	
HA	KR859418	No	4	1701	H3N2	2004	IRD:Swine	USA	Missouri	-N/A-	A/swine/Missouri/00260/2004	
HA	CY157751	Yes	4	1701	H3N2	07/30/2004	IRD:Swine	USA	Missouri	-N/A-	A/swine/Missouri/00355/2004	
HA	KR859569	No	4	1701	H3N2	2006	IRD:Swine	USA	Missouri	-N/A-	A/swine/Missouri/01040/2006	
HA	JQ689116	Yes	4	1701	H3N2	12/14/2010	IRD:Swine	USA	Missouri	10-11	A/swine/Missouri/A01047969/2010	
HA	JQ756377	Yes	4	1701	H3N2	11/15/2011	IRD:Swine	USA	Missouri	11-12	A/swine/Missouri/A01240017/2011	
HA	JX422275	No	4	1701	H3N2	02/14/2012	IRD:Swine	USA	Missouri	11-12	A/swine/Missouri/A01241610/2012	
HA	KJ701822	No	4	1701	H3N2	03/2014	IRD:Swine	USA	Missouri	13-14	A/swine/Missouri/A01411681/2014	
HA	KP137795	No	4	1701	H3N2	11/15/2012	IRD:Swine	USA	Missouri	12-13	A/swine/Missouri/A01476459/2012	
HA	KJ764794	No	4	1701	H3N2	04/03/2014	IRD:Swine	USA	Missouri	13-14	A/swine/Missouri/A01493964/2014	
HA	KJ734783	Yes	4	1701	H3N2	04/03/2014	IRD:Swine	USA	Missouri	13-14	A/swine/Missouri/A01493970/2014	
HA	KP461594	No	4	1701	H3N2	12/12/2014	IRD:Swine	USA	Missouri	14-15	A/swine/Missouri/A01555163/2014	
HA	KP461636	Yes	4	1701	H3N2	12/12/2014	IRD:Swine	USA	Missouri	14-15	A/swine/Missouri/A01840163/2014	
HA	KP461660	Yes	4	1701	H3N2	12/15/2014	IRD:Swine	USA	Missouri	14-15	A/swine/Missouri/A01840170/2014	
HA	AB921006	No	4	1701	H3N2	2013	IRD:Swine	Japan	-N/A-	-N/A-	A/swine/Miyazaki/2/2013	
HA	JX898902	Yes	4	1702	H3N2	09/14/2012	IRD:Swine	USA	Montana	-N/A-	A/swine/Montana/21/2012	
HA	JX422284	No	4	1701	H3N2	04/13/2012	IRD:Swine	USA	Montana	11-12	A/swine/Montana/A01327551/2012	
HA	JX422479	No	4	1701	H3N2	04/13/2012	IRD:Swine	USA	Montana	11-12	A/swine/Montana/A01327552/2012	
HA	CY194301	Yes	4	1701	H3N2	07/06/2012	IRD:Swine	Canada	-N/A-	-N/A-	A/swine/Montana/D0382/2012	
HA	AB762409	No	4	1701	H3N2	2000	IRD:Swine	Japan	-N/A-	-N/A-	A/swine/Nagano/2000	
HA	AB573657	No	4	1709	H3N2	2000	IRD:Swine	Japan	-N/A-	-N/A-	A/swine/Nagano/2000(H3N2)	
HA	AB573665	No	4	1731	H3N2	2002	IRD:Swine	Thailand	-N/A-	-N/A-	A/swine/Nakhon Pathom/2002(H3N2)	
HA	AB434360	Yes	4	1701	H3N2	2005	IRD:Swine	Thailand	-N/A-	-N/A-	A/swine/Nakhon pathom/NIAH586-1/2005	
HA	EU296613	Yes	4	1701	H3N2	2005	IRD:Swine	Thailand	-N/A-	-N/A-	A/swine/Nakhon pathom/NIAH586-1/2005	
HA	EU296615	No	4	1701	H3N2	2005	IRD:Swine	Thailand	-N/A-	-N/A-	A/swine/Nakhon pathom/NIAH586-2/2005	
HA	KR859477	No	4	1701	H3N2	2003	IRD:Swine	USA	Nebraska	-N/A-	A/swine/Nebraska/00104/2003	
HA	CY159129	Yes	4	1701	H3N2	10/03/2003	IRD:Swine	USA	Nebraska	03-04	A/swine/Nebraska/00188/2003	
HA	CY158097	Yes	4	1737	H3N2	07/31/2007	IRD:Swine	USA	Nebraska	-N/A-	A/swine/Nebraska/01711/2007(H3N2)	
HA	KF007984	No	4	1701	H3N2	2011	IRD:Swine	USA	Nebraska	-N/A-	A/swine/Nebraska/8534/2011	
HA	KF007985	No	4	1701	H3N2	2006	IRD:Swine	USA	Nebraska	-N/A-	A/swine/Nebraska/9330/2006	
HA	JN162046	Yes	4	1701	H3N2	12/07/2010	IRD:Swine	USA	Nebraska	10-11	A/swine/Nebraska/A01049235/2010	
HA	JN652511	Yes	4	1701	H3N2	05/04/2011	IRD:Swine	USA	Nebraska	10-11	A/swine/Nebraska/A01049937/2011(H3N2)	
HA	JQ689140	Yes	4	1701	H3N2	12/05/2011	IRD:Swine	USA	Nebraska	11-12	A/swine/Nebraska/A01104010/2011	
HA	JQ783073	No	4	1701	H3N2	11/02/2011	IRD:Swine	USA	Nebraska	11-12	A/swine/Nebraska/A01116980/2011	
HA	JX657740	Yes	4	1701	H3N2	11/21/2011	IRD:Swine	USA	Nebraska	11-12	A/swine/Nebraska/A01240337/2011	
HA	JX657719	No	4	1701	H3N2	01/03/2012	IRD:Swine	USA	Nebraska	11-12	A/swine/Nebraska/A01240867/2012	
HA	JX422260	No	4	1701	H3N2	01/10/2012	IRD:Swine	USA	Nebraska	11-12	A/swine/Nebraska/A01241114/2012	
HA	JX422575	No	4	1701	H3N2	01/16/2012	IRD:Swine	USA	Nebraska	11-12	A/swine/Nebraska/A01241171/2012	
HA	JX422377	No	4	1701	H3N2	02/20/2012	IRD:Swine	USA	Nebraska	11-12	A/swine/Nebraska/A01241785/2012	
HA	KC139741	Yes	4	1701	H3N2	10/16/2012	IRD:Swine	USA	Nebraska	12-13	A/swine/Nebraska/A01270879/2012	
HA	KC222220	No	4	1701	H3N2	10/29/2012	IRD:Swine	USA	Nebraska	12-13	A/swine/Nebraska/A01271548/2012	
HA	KC222305	No	4	1701	H3N2	10/29/2012	IRD:Swine	USA	Nebraska	12-13	A/swine/Nebraska/A01271549/2012	
HA	JX656961	Yes	4	1701	H3N2	06/25/2012	IRD:Swine	USA	Nebraska	-N/A-	A/swine/Nebraska/A01300022/2012	
HA	KJ161897	Yes	4	1701	H3N2	06/12/2012	IRD:Swine	USA	Nebraska	-N/A-	A/swine/Nebraska/A01300023/2012	
HA	JX273046	No	4	1702	H3N2	06/12/2012	IRD:Swine	USA	Nebraska	-N/A-	A/swine/Nebraska/A01300032/2012	
HA	JX657009	No	4	1701	H3N2	07/12/2012	IRD:Swine	USA	Nebraska	-N/A-	A/swine/Nebraska/A01300467/2012	
HA	JX656991	No	4	1701	H3N2	07/13/2012	IRD:Swine	USA	Nebraska	-N/A-	A/swine/Nebraska/A01300475/2012	
HA	JX422470	No	4	1701	H3N2	04/16/2012	IRD:Swine	USA	Nebraska	11-12	A/swine/Nebraska/A01327581/2012	
HA	JX422533	No	4	1701	H3N2	04/26/2012	IRD:Swine	USA	Nebraska	11-12	A/swine/Nebraska/A01327747/2012	
HA	KJ128359	No	4	1701	H3N2	12/16/2013	IRD:Swine	USA	Nebraska	13-14	A/swine/Nebraska/A01393702/2013	
HA	KF836425	No	4	1701	H3N2	10/28/2013	IRD:Swine	USA	Nebraska	13-14	A/swine/Nebraska/A01394342/2013	
HA	KF894912	No	4	1701	H3N2	10/31/2013	IRD:Swine	USA	Nebraska	13-14	A/swine/Nebraska/A01394567/2013	
